!	 	 	Ambt_to_Room1	Ambt_to_Room4	Corridor_to_Room1	Corridor_to_Room4	Ambt_to_Room2	Ambt_to_Room5	Corridor_to_Room2	Corridor_to_Room5	Corridor_to_Room3	Corridor_to_Room6	Ambt_to_Room3	Ambt_to_Room6
!Date	Time	[s]	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h
9/29	14:44:00	53040	-1.464728e+01	-1.186220e+00	6.728863e+00	-6.910396e+00	-5.010555e+00	1.019946e+01	6.514371e+00	-7.125518e+00	6.356845e+00	-7.227478e+00	5.775505e-02	1.225015e+01
9/29	14:45:00	53100	-1.458228e+01	-1.104836e+00	6.723572e+00	-6.915853e+00	-4.993249e+00	1.023738e+01	6.511494e+00	-7.127817e+00	6.356741e+00	-7.226309e+00	-1.627720e-02	1.213744e+01
9/29	14:46:00	53160	-1.451605e+01	-1.022098e+00	6.717541e+00	-6.920605e+00	-4.975331e+00	1.027584e+01	6.507874e+00	-7.129355e+00	6.355882e+00	-7.224326e+00	-8.991893e-02	1.202055e+01
9/29	14:47:00	53220	-1.444843e+01	-9.378186e-01	6.710652e+00	-6.924531e+00	-4.956725e+00	1.031492e+01	6.503396e+00	-7.130005e+00	6.354149e+00	-7.221389e+00	-1.630417e-01	1.189882e+01
9/29	14:48:00	53280	-1.437928e+01	-8.517868e-01	6.702764e+00	-6.927479e+00	-4.937353e+00	1.035473e+01	6.497916e+00	-7.129602e+00	6.351397e+00	-7.217322e+00	-2.354437e-01	1.177146e+01
9/29	14:49:00	53340	-1.430836e+01	-7.636799e-01	6.693677e+00	-6.929235e+00	-4.917087e+00	1.039540e+01	6.491231e+00	-7.127917e+00	6.347419e+00	-7.211874e+00	-3.068818e-01	1.163730e+01
9/29	14:50:00	53400	-1.423533e+01	-6.730446e-01	6.683105e+00	-6.929495e+00	-4.895750e+00	1.043714e+01	6.483054e+00	-7.124620e+00	6.341921e+00	-7.204689e+00	-3.769999e-01	1.149471e+01
9/29	14:51:00	53460	-1.415974e+01	-5.792386e-01	6.670625e+00	-6.927798e+00	-4.873098e+00	1.048023e+01	6.472959e+00	-7.119217e+00	6.334468e+00	-7.195231e+00	-4.452112e-01	1.134125e+01
9/29	14:52:00	53520	-1.408078e+01	-4.811306e-01	6.655515e+00	-6.923358e+00	-4.848699e+00	1.052519e+01	6.460212e+00	-7.110861e+00	6.324313e+00	-7.182580e+00	-5.105643e-01	1.117273e+01
9/29	14:53:00	53580	-1.399579e+01	-3.750006e-01	6.635394e+00	-6.913587e+00	-4.821139e+00	1.057370e+01	6.442409e+00	-7.096762e+00	6.308998e+00	-7.163688e+00	-5.698735e-01	1.097534e+01
9/29	14:54:00	53640	-1.389817e+01	-2.515381e-01	6.604258e+00	-6.891923e+00	-4.786881e+00	1.062998e+01	6.413476e+00	-7.069849e+00	6.282316e+00	-7.130846e+00	-6.149958e-01	1.071418e+01
9/29	14:55:00	53700	-1.379952e+01	-1.271345e-01	6.572558e+00	-6.869672e+00	-4.752131e+00	1.068648e+01	6.383986e+00	-7.042339e+00	6.255078e+00	-7.097525e+00	-6.599842e-01	1.045020e+01
9/29	14:56:00	53760	-1.370425e+01	-8.063070e-03	6.544343e+00	-6.851263e+00	-4.719264e+00	1.074036e+01	6.358036e+00	-7.019010e+00	6.231473e+00	-7.068955e+00	-7.103350e-01	1.020697e+01
9/29	14:57:00	53820	-1.361994e+01	9.504719e-02	6.526490e+00	-6.844268e+00	-4.692326e+00	1.078683e+01	6.342582e+00	-7.008005e+00	6.218607e+00	-7.053951e+00	-7.754108e-01	1.002434e+01
9/29	14:58:00	53880	-1.353875e+01	1.932102e-01	6.511960e+00	-6.841062e+00	-4.667122e+00	1.083093e+01	6.330501e+00	-7.001093e+00	6.209199e+00	-7.043493e+00	-8.457898e-01	9.861505e+00
9/29	14:59:00	53940	-1.345944e+01	2.881154e-01	6.499685e+00	-6.840527e+00	-4.642996e+00	1.087344e+01	6.320717e+00	-6.997066e+00	6.202148e+00	-7.036241e+00	-9.201102e-01	9.712281e+00
9/29	15:00:00	54000	-1.338138e+01	3.806600e-01	6.489089e+00	-6.842072e+00	-4.619596e+00	1.091476e+01	6.312645e+00	-6.995280e+00	6.196858e+00	-7.031485e+00	-9.976206e-01	9.573416e+00
9/29	15:01:00	54060	-1.338485e+01	3.337476e-01	6.477052e+00	-6.822997e+00	-4.618994e+00	1.086545e+01	6.299812e+00	-6.977443e+00	6.182938e+00	-7.015005e+00	-9.559600e-01	9.616249e+00
9/29	15:02:00	54120	-1.338836e+01	2.865930e-01	6.465358e+00	-6.804400e+00	-4.618475e+00	1.081601e+01	6.287336e+00	-6.960113e+00	6.169394e+00	-6.999080e+00	-9.152507e-01	9.660988e+00
9/29	15:03:00	54180	-1.339200e+01	2.390937e-01	6.454061e+00	-6.786330e+00	-4.618084e+00	1.076641e+01	6.275271e+00	-6.943340e+00	6.156279e+00	-6.983769e+00	-8.755236e-01	9.707937e+00
9/29	15:04:00	54240	-1.339583e+01	1.911699e-01	6.443219e+00	-6.768846e+00	-4.617855e+00	1.071660e+01	6.263675e+00	-6.927188e+00	6.143653e+00	-6.969141e+00	-8.368615e-01	9.757405e+00
9/29	15:05:00	54300	-1.339992e+01	1.427163e-01	6.432899e+00	-6.752020e+00	-4.617826e+00	1.066654e+01	6.252620e+00	-6.911738e+00	6.131591e+00	-6.955283e+00	-7.993650e-01	9.809788e+00
9/29	15:06:00	54360	-1.340441e+01	9.354289e-02	6.423212e+00	-6.735961e+00	-4.618073e+00	1.061614e+01	6.242214e+00	-6.897107e+00	6.120201e+00	-6.942327e+00	-7.631407e-01	9.865714e+00
9/29	15:07:00	54420	-1.340946e+01	4.344438e-02	6.414294e+00	-6.720813e+00	-4.618675e+00	1.056530e+01	6.232594e+00	-6.883451e+00	6.109625e+00	-6.930445e+00	-7.283786e-01	9.925966e+00
9/29	15:08:00	54480	-1.341527e+01	-7.881384e-03	6.406339e+00	-6.706786e+00	-4.619748e+00	1.051389e+01	6.223960e+00	-6.870995e+00	6.100066e+00	-6.919886e+00	-6.953464e-01	9.991780e+00
9/29	15:09:00	54540	-1.342417e+01	-6.368802e-02	6.401425e+00	-6.696138e+00	-4.622530e+00	1.046043e+01	6.218412e+00	-6.862177e+00	6.093671e+00	-6.913316e+00	-6.668120e-01	1.007489e+01
9/29	15:10:00	54600	-1.343626e+01	-1.241294e-01	6.399648e+00	-6.688955e+00	-4.627081e+00	1.040483e+01	6.216046e+00	-6.857094e+00	6.090539e+00	-6.910854e+00	-6.428950e-01	1.017621e+01
9/29	15:11:00	54660	-1.344792e+01	-1.841294e-01	6.397737e+00	-6.681670e+00	-4.631468e+00	1.034939e+01	6.213555e+00	-6.851899e+00	6.087290e+00	-6.908305e+00	-6.191892e-01	1.027661e+01
9/29	15:12:00	54720	-1.345900e+01	-2.434194e-01	6.395514e+00	-6.674083e+00	-4.635595e+00	1.029425e+01	6.210759e+00	-6.846378e+00	6.083740e+00	-6.905435e+00	-5.954187e-01	1.037507e+01
9/29	15:13:00	54780	-1.346953e+01	-3.020808e-01	6.393034e+00	-6.666254e+00	-4.639491e+00	1.023936e+01	6.207711e+00	-6.840594e+00	6.079943e+00	-6.902309e+00	-5.716698e-01	1.047188e+01
9/29	15:14:00	54840	-1.347966e+01	-3.603064e-01	6.390429e+00	-6.658329e+00	-4.643228e+00	1.018464e+01	6.204546e+00	-6.834707e+00	6.076036e+00	-6.899103e+00	-5.481255e-01	1.056781e+01
9/29	15:15:00	54900	-1.348569e+01	-4.128775e-01	6.384355e+00	-6.646682e+00	-4.644833e+00	1.013249e+01	6.197881e+00	-6.824799e+00	6.068562e+00	-6.891500e+00	-5.202699e-01	1.064337e+01
